,Incidente,Fecha Autorización,Solicitante,Permiso,Producto,Categoría,CIF $,Kg. Netos,Aduana,País procedencia,País origen,Otra fuente de origen
131,2461,2014-02-05,black-cola-helium-alanine,143162,HARINA DE TRIGO,HARINA DE TRIGO,58017.0,102520.0,TECUN UMAN,MEXICO,MEXICO,
132,2463,2014-02-05,illinois-paris-west-kansas,143163,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,334344.01,1325000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
133,2466,2014-02-05,east-cup-summer-mango,143165,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,660800.08,2650149.0,SANTO TOMAS DE CASTILLA,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
134,2531,2014-02-05,blossom-wyoming-lithium-stairway,143173,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
135,2593,2014-02-05,blossom-wyoming-lithium-stairway,143174,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
136,2594,2014-02-05,blossom-wyoming-lithium-stairway,143172,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
137,2675,2014-02-05,robert-vermont-one-robert,143203,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
138,2676,2014-02-05,robert-vermont-one-robert,143202,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
139,2677,2014-02-05,robert-vermont-one-robert,143201,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
140,2678,2014-02-05,robert-vermont-one-robert,143200,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
141,2679,2014-02-05,robert-vermont-one-robert,143198,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
142,2680,2014-02-05,robert-vermont-one-robert,143199,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
143,2665,2014-02-05,kentucky-stream-crazy-winner,143210,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,500.0,16000.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
144,2668,2014-02-05,kentucky-stream-crazy-winner,143220,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,500.0,16000.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
145,2671,2014-02-05,eleven-one-ohio-item,143208,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,55818.36,209000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
146,2828,2014-05-05,robert-vermont-one-robert,143291,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
147,2779,2014-05-05,blossom-wyoming-lithium-stairway,143251,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
148,2780,2014-05-05,blossom-wyoming-lithium-stairway,143252,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
149,2781,2014-05-05,blossom-wyoming-lithium-stairway,143253,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
150,2700,2014-05-05,beryllium-maryland-fourteen-asparagus,143258,HARINA DE TRIGO,HARINA DE TRIGO,87555.0,138000.0,TECUN UMAN,MEXICO,MEXICO,
151,2724,2014-05-05,robert-vermont-one-robert,143257,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
152,2725,2014-05-05,robert-vermont-one-robert,143256,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
153,2726,2014-05-05,helium-jupiter-april-comet,143255,HARINA DE TRIGO,HARINA DE TRIGO,11650.0,22680.0,TECUN UMAN,MEXICO,MEXICO,
154,2727,2014-05-05,floor-two-dakota-speaker,143254,HARINA DE TRIGO,HARINA DE TRIGO,69216.0,130818.0,TECUN UMAN,MEXICO,MEXICO,
155,2755,2014-06-05,burger-twenty-undress-black,143337,ARROZ PARBOIL,ARROZ,77556.6,99800.0,PUERTO BARRIOS,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE TEXAS.
156,2881,2014-06-05,delta-nevada-eighteen-venus,143311,HARINA DE TRIGO,HARINA DE TRIGO,34713.0,60030.0,TECUN UMAN,MEXICO,MEXICO,
157,2867,2014-06-05,vegan-harry-three-video,143307,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2910.0,4090908.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
158,3011,2014-07-05,zebra-missouri-arkansas-island,143356,HARINA DE TRIGO,HARINA DE TRIGO,82485.61,151800.0,TECUN UMAN,MEXICO,MEXICO,
159,3050,2014-07-05,robert-vermont-one-robert,143363,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
160,3105,2014-07-05,victor-eighteen-kilo-ohio,143381,HARINA DE TRIGO,HARINA DE TRIGO,13200.0,22645.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
161,3116,2014-07-05,william-fruit-sixteen-delta,143392,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,12815.0,50000.0,MELCHOR DE MENCOS,BELICE,BELICE,
162,3121,2014-07-05,september-red-hamper-ten,143397,TRIGO (ROJO SUAVE DE INVIERNO),TRIGO EN ESTADO NATURAL,258799.3,800000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
163,3122,2014-07-05,september-red-hamper-ten,143394,MAIz AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,258799.3,3451000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
164,3167,2014-07-05,montana-mockingbird-lactose-paris,143403,ARROZ PARBOIL,ARROZ,48840.0,59874.0,SANTO TOMAS DE CASTILLA,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE ARKANSAS.
165,3165,2014-08-05,blue-failed-jig-fourteen,143452,ARROZ PULIDO,ARROZ,10322.0,1281818.0,SANTO TOMAS DE CASTILLA,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE CALIFORNIA.
166,3185,2014-08-05,robert-vermont-one-robert,143408,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
167,3186,2014-08-05,robert-vermont-one-robert,143409,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
168,3219,2014-08-05,skylark-oxygen-oxygen-cola,143413,HARINA DE TRIGO,HARINA DE TRIGO,68736.0,130818.0,TECUN UMAN,MEXICO,MEXICO,
169,3241,2014-08-05,beryllium-aspen-colorado-fish,143429,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
170,3242,2014-08-05,beryllium-aspen-colorado-fish,143428,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
171,3243,2014-08-05,beryllium-aspen-colorado-fish,143427,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
172,3244,2014-08-05,beryllium-aspen-colorado-fish,143426,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
173,3245,2014-08-05,beryllium-aspen-colorado-fish,143425,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
174,3246,2014-08-05,beryllium-aspen-colorado-fish,143424,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
175,3247,2014-08-05,beryllium-aspen-colorado-fish,143423,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
176,3248,2014-08-05,beryllium-aspen-colorado-fish,143422,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
177,3249,2014-08-05,beryllium-aspen-colorado-fish,143421,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
178,3250,2014-08-05,beryllium-aspen-colorado-fish,143420,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
179,3251,2014-08-05,beryllium-aspen-colorado-fish,143445,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
180,3252,2014-08-05,beryllium-aspen-colorado-fish,143419,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
181,3253,2014-08-05,beryllium-aspen-colorado-fish,143418,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
182,3254,2014-08-05,beryllium-aspen-colorado-fish,143417,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
183,3255,2014-08-05,beryllium-aspen-colorado-fish,143416,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
184,3256,2014-08-05,beryllium-aspen-colorado-fish,143430,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
185,3257,2014-08-05,beryllium-aspen-colorado-fish,143431,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
186,3258,2014-08-05,beryllium-aspen-colorado-fish,143432,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
187,3259,2014-08-05,beryllium-aspen-colorado-fish,143433,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
188,3260,2014-08-05,beryllium-aspen-colorado-fish,143434,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
189,3261,2014-08-05,beryllium-aspen-colorado-fish,143435,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
190,3262,2014-08-05,beryllium-aspen-colorado-fish,143436,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
191,3263,2014-08-05,beryllium-aspen-colorado-fish,143437,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
192,3264,2014-08-05,beryllium-aspen-colorado-fish,143438,SÉMOLA DE TRIGO,HARINAS,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
193,3265,2014-08-05,kentucky-stream-crazy-winner,143412,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,500.0,16000.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
194,3308,2014-08-05,social-coffee-happy-leopard,143461,ARROZ,ARROZ,7171.06,4810.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE CALIFORNIA.
195,2859,2014-09-05,blue-alanine-aspen-ink,143302,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,1730681.87,7015000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
196,3364,2014-09-05,robert-vermont-one-robert,143484,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
197,3365,2014-09-05,robert-vermont-one-robert,143485,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
198,3514,2014-09-05,zebra-missouri-arkansas-island,143536,HARINA DE TRIGO,HARINA DE TRIGO,81350.94,151800.0,TECUN UMAN,MEXICO,MEXICO,
199,3415,2014-09-05,blossom-wyoming-lithium-stairway,143487,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
200,3416,2014-09-05,blossom-wyoming-lithium-stairway,143489,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
201,3419,2014-09-05,blossom-wyoming-lithium-stairway,143488,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
202,3439,2014-09-05,echo-fillet-red-november,143492,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,14625.0,6818181.0,MELCHOR DE MENCOS,BELICE,BELICE,
203,3440,2014-09-05,echo-fillet-red-november,143491,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,14625.0,6818181.0,MELCHOR DE MENCOS,BELICE,BELICE,
204,3459,2014-09-05,whiskey-romeo-diet-montana,143540,ARROZ EN ORO,ARROZ,10098.57,7302921.0,SANTO TOMAS DE CASTILLA,ESTADOS UNIDOS,ESTADOS UNIDOS,ITALIA Y CALIFORNIA/ESTADOS UNIDOS.
205,3468,2014-09-05,nineteen-earth-stairway-nebraska,143526,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,1113514.6,4400000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
206,3469,2014-09-05,nineteen-earth-stairway-nebraska,143527,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,556757.3,2200000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
207,3470,2014-09-05,nineteen-earth-stairway-nebraska,143528,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,1243897.38,4950000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
208,3471,2014-09-05,early-friend-louisiana-black,143525,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,69055.61,265000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
209,3473,2014-09-05,uncle-papa-november-lamp,143524,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,35112.0,132000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
210,3475,2014-09-05,robert-vermont-one-robert,143529,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
211,3476,2014-09-05,robert-vermont-one-robert,143530,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
212,3608,2014-12-05,robert-vermont-one-robert,143557,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
213,3609,2014-12-05,robert-vermont-one-robert,143558,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
214,3610,2014-12-05,robert-vermont-one-robert,143559,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
215,3612,2014-12-05,sodium-pasta-glucose-mexico,143548,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,50.0,544311.0,MELCHOR DE MENCOS,BELICE,BELICE,
216,3613,2014-12-05,sodium-pasta-glucose-mexico,143549,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,50.0,544311.0,MELCHOR DE MENCOS,BELICE,BELICE,
217,3614,2014-12-05,sodium-pasta-glucose-mexico,143550,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,50.0,544311.0,MELCHOR DE MENCOS,BELICE,BELICE,
218,1043,2014-12-05,bravo-fish-king-carolina,143573,HARINA DE TRIGO,HARINA DE TRIGO,12683.49,20328.0,TECUN UMAN,MEXICO,MEXICO,
219,2983,2014-12-05,twelve-six-oklahoma-summer,143551,SEMILLA DE ARROZ,SEMILLAS DE HORTALIZA,32548.71,20700.0,PEDRO DE ALVARADO,COSTA RICA,COSTA RICA,
220,2984,2014-12-05,twelve-six-oklahoma-summer,143552,SEMILLA DE ARROZ,SEMILLAS DE HORTALIZA,32338.71,20700.0,PEDRO DE ALVARADO,COSTA RICA,COSTA RICA,
221,2986,2014-12-05,twelve-six-oklahoma-summer,143553,SEMILLA DE ARROZ,SEMILLAS DE HORTALIZA,31918.71,20700.0,PEDRO DE ALVARADO,COSTA RICA,COSTA RICA,
222,3741,2014-05-13,robert-vermont-one-robert,143597,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
223,3743,2014-05-13,blossom-wyoming-lithium-stairway,143594,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
224,3745,2014-05-13,blossom-wyoming-lithium-stairway,143593,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
225,3771,2014-05-13,football-texas-mirror-delaware,143610,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,369550.61,1596000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
226,3774,2014-05-13,montana-oregon-friend-washington,143611,ARROZ,ARROZ,85728.97,100000.0,SANTO TOMAS DE CASTILLA,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE TEXAS.
227,3776,2014-05-13,montana-oregon-friend-washington,143607,ARROZ,ARROZ,238128.7,279750.0,SANTO TOMAS DE CASTILLA,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE TEXAS.
228,3729,2014-05-13,kilo-nuts-edward-mars,143601,ARROZ GRANZA,ARROZ,163508.79,396000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
229,3657,2014-05-13,comet-fanta-autumn-queen,143586,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,212019.19,798000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISINA.
230,3669,2014-05-13,island-earth-july-quebec,143589,GRAÑONES DE MAIZ (MAIZ AMARILLO SIN GERMEN),MAIZ PARA ELAB DE CONCENTRADOS,15325.5,19278.0,PUERTO BARRIOS,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE ILLINOIS
231,3672,2014-05-13,island-earth-july-quebec,143590,GRAÑONES DE MAIZ (MAIZ AMARILLO SIN GERMEN),MAIZ PARA ELAB DE CONCENTRADOS,15325.5,19278.0,PUERTO BARRIOS,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE ILLINOIS.
232,3810,2014-05-14,papa-cola-cat-utah,143640,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,2540400.0,1000000000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
233,3811,2014-05-14,lion-paris-snake-floor,143631,ARROZ ESCALDADO,ARROZ,25200.0,31703.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
234,3832,2014-05-14,blossom-wyoming-lithium-stairway,143641,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
235,3833,2014-05-14,blossom-wyoming-lithium-stairway,143642,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
236,3851,2014-05-14,island-fish-chicken-purple,143664,HARINA DE TRIGO,HARINA DE TRIGO,18035.0,31703.0,PEDRO DE ALVARADO,EL SALVADOR,EL SALVADOR,
237,3853,2014-05-14,social-vermont-angel-tango,143663,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,98958.44,403912.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
238,3854,2014-05-14,network-william-double-princess,143659,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,113748.78,419000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
239,3862,2014-05-14,kilo-paris-utah-network,143658,MAIZ AMARILLO,MATERIA PRIMA PARA CONCENTRADOS,103050.41,399000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
240,3898,2014-05-14,salami-carolina-five-seven,143672,HARINA DE TRIGO (NICOLINI PREMIUM),HARINA DE TRIGO,2863.52,1000.0,EXPRESS AEREO,PERÚ,PERÚ,
241,3798,2014-05-14,crazy-december-charlie-leopard,143619,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,1359114.0,5350000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA
242,3808,2014-05-15,diet-texas-maine-oxygen,143676,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,572017.0,2250000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
243,4048,2014-05-15,zebra-missouri-arkansas-island,143693,HARINA DE TRIGO,HARINA DE TRIGO,81444.6,151800.0,TECUN UMAN,MEXICO,MEXICO,
244,4050,2014-05-15,robert-vermont-one-robert,143694,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
245,4052,2014-05-15,robert-vermont-one-robert,143690,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
246,4067,2014-05-15,oven-mexico-kilo-artist,143723,HARINA DE TRIGO,HARINA DE TRIGO,25432.0,399168.0,PUERTO QUETZAL,MEXICO,MEXICO,
247,4068,2014-05-15,helium-jupiter-april-comet,143722,HARINA DE TRIGO,HARINA DE TRIGO,11650.0,22680.0,TECUN UMAN,MEXICO,MEXICO,
248,4069,2014-05-15,floor-two-dakota-speaker,143721,HARINA DE TRIGO,HARINA DE TRIGO,68736.0,130818.0,TECUN UMAN,MEXICO,MEXICO,
249,4070,2014-05-15,helium-jupiter-april-comet,143720,HARINA DE TRIGO,HARINA DE TRIGO,68256.0,130818.0,TECUN UMAN,MEXICO,MEXICO,
250,4072,2014-05-15,beryllium-aspen-colorado-fish,143732,SEMOLA DE TRIGO,SEMOLA DE TRIGO,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
251,4073,2014-05-15,beryllium-aspen-colorado-fish,143731,SEMOLA DE TRIGO,SEMOLA DE TRIGO,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
252,4074,2014-05-15,beryllium-aspen-colorado-fish,143726,SEMOLA DE TRIGO,SEMOLA DE TRIGO,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
253,4075,2014-05-15,beryllium-aspen-colorado-fish,143730,SEMOLA DE TRIGO,SEMOLA DE TRIGO,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
254,4076,2014-05-15,beryllium-aspen-colorado-fish,143729,SEMOLA DE TRIGO,SEMOLA DE TRIGO,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
255,4077,2014-05-15,beryllium-aspen-colorado-fish,143724,SEMOLA DE TRIGO,SEMOLA DE TRIGO,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
256,4078,2014-05-15,beryllium-aspen-colorado-fish,143728,SEMOLA DE TRIGO,SEMOLA DE TRIGO,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
257,4079,2014-05-15,beryllium-aspen-colorado-fish,143725,SEMOLA DE TRIGO,SEMOLA DE TRIGO,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
258,4080,2014-05-15,beryllium-aspen-colorado-fish,143727,SEMOLA DE TRIGO,SEMOLA DE TRIGO,11772.38,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
259,3826,2014-05-15,tennessee-beryllium-lactose-bluebird,143695,HARINA DE TRIGO,HARINA DE TRIGO,46800.0,81522.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
260,3828,2014-05-15,tennessee-beryllium-lactose-bluebird,143677,HARINA DE TRIGO,HARINA DE TRIGO,46800.0,81522.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
